iter	RMSE
193	0.1192003953
194	0.1190489208
195	0.1189441635
196	0.118731506
197	0.1186335468
198	0.1184214102
199	0.1182930171
200	0.1181576543
201	0.1180390122
202	0.1179250634
203	0.1177571935
204	0.1177086269
205	0.1176118017
206	0.11758946
207	0.1174097864
208	0.1172734024
209	0.1172542386
210	0.1171150771
211	0.1170007387
212	0.1168838936
213	0.1168079381
214	0.1166924309
215	0.1166906425
216	0.1165937331
217	0.1164174377
218	0.1162276469
219	0.1161689638
220	0.1160005531
221	0.1158471483
222	0.1157411653
223	0.1156134044
224	0.1154686211
225	0.1153419303
226	0.115256294
227	0.1151116361
228	0.1150140373
229	0.1149154065
230	0.1148905179
231	0.1148030905
232	0.1146711102
233	0.1146355852
234	0.1145282186
235	0.1144070225
236	0.1142915074
237	0.114137308
238	0.114096106
239	0.1140396072
240	0.1138877615
241	0.1138069515
242	0.1136961779
243	0.1136019263
244	0.1135077465
245	0.1133867581
246	0.1132683765
247	0.1131472884
248	0.1131381022
249	0.1131257035
250	0.1131149427
251	0.1130330869
252	0.1129292495
253	0.1127597879
254	0.1126261585
255	0.1125933516
256	0.1124851723
257	0.1123989039
258	0.112355727
259	0.1122421299
260	0.1121227538
261	0.1120130397
262	0.1119871743
263	0.1118943811
264	0.1118171038
265	0.1117302862
266	0.111675875
267	0.1115786266
268	0.1114407376
269	0.1113644177
270	0.1112289622
271	0.1112183473
272	0.1111914422
273	0.1111308721
274	0.1109936582
275	0.1109286404
276	0.110893753
277	0.1108136019
278	0.1106813855
279	0.1106131377
280	0.1105690264
281	0.11049379
282	0.1104735405
283	0.1103653657
284	0.1103157575
285	0.1102782042
286	0.110229632
287	0.1101696372
288	0.110056458
289	0.1099966552
290	0.1099170377
291	0.109824356
292	0.109794629
293	0.1096721553
294	0.1096398212
295	0.1094981896
296	0.1094046921
297	0.1092590068
298	0.1092224973
299	0.1091840703
300	0.1090511112
301	0.1089224481
302	0.1088672566
303	0.1088445518
304	0.1087992174
305	0.1087281541
306	0.1086913095
307	0.1086048992
308	0.108469587
309	0.1084223277
310	0.1083833231
311	0.1082662575
312	0.1081496394
313	0.1080444535
314	0.1080181216
315	0.107987827
316	0.1078936755
317	0.1078666356
318	0.1077041624
319	0.10766431
320	0.10754477
321	0.1075282326
322	0.1074913895
323	0.1074325503
324	0.1072693999
325	0.1072302337
326	0.1072041908
327	0.1071823958
328	0.1070057302
329	0.1069517757
330	0.1069144798
331	0.1068815974
332	0.1067506083
333	0.1066147091
334	0.1066005859
335	0.1065203575
336	0.1064416638
337	0.1063332204
338	0.1063203433
339	0.1062428251
340	0.1061309202
341	0.1060271802
342	0.1058873659
343	0.1058653588
344	0.1057876153
345	0.1056639998
346	0.1056381043
347	0.1056011616
348	0.1055873959
349	0.1054766664
350	0.1053312099
351	0.1053057406
352	0.1051812016
353	0.1050454713
354	0.1050229868
355	0.1049792174
356	0.1049328758
357	0.1048021902
358	0.1046792039
359	0.1046522383
360	0.1045973541
361	0.1045412583
362	0.1045087328
363	0.1043983632
364	0.104371939
365	0.104234411
366	0.1041923169
367	0.1040589702
368	0.1039578363
369	0.1038580323
370	0.1038385197
371	0.1037263129
372	0.1036938675
373	0.1035724892
374	0.1035029176
375	0.1034798761
376	0.1034537926
377	0.1032751261
378	0.1032119837
379	0.1031882777
380	0.1031177148
381	0.1030362479
382	0.1029922231
383	0.1029752557
384	0.1029535676
385	0.1029315405
386	0.102905397
387	0.1028471938
388	0.1027184621
389	0.1026953056
390	0.1026066372
391	0.1025443855
392	0.1025297262
393	0.1025084038
394	0.102491186
395	0.1023795156
396	0.1023453179
397	0.10227533
398	0.1022376936
399	0.1021954495
400	0.1021361953
401	0.1021118052
402	0.1019678247
403	0.1019456166
404	0.1018819422
405	0.1018512244
406	0.1018335442
407	0.1017717171
408	0.1016566357
409	0.1016124186
410	0.1015709426
411	0.1015064932
412	0.1014866744
413	0.1014104506
414	0.1013531065
415	0.1013384396
416	0.1013173858
417	0.1012860668
418	0.1011378618
419	0.101127547
420	0.1011061691
421	0.1009716329
422	0.1009507933
423	0.1009160515
424	0.1008970642
425	0.1008476268
426	0.1007653602
427	0.1006523408
428	0.1006319743
429	0.1006098122
430	0.1005376853
431	0.1005107838
432	0.1005002214
433	0.1004680692
434	0.100420675
435	0.1003910168
436	0.1002337785
437	0.1000984571
438	0.1000720851
439	0.09999192316
440	0.09995806682
441	0.09993783127
442	0.09985710293
443	0.09979372352
444	0.09973197729
445	0.09971835133
446	0.09970052275
447	0.09966381328
448	0.09960785624
449	0.09953094607
450	0.09946261457
451	0.09937578775
452	0.09917926131
453	0.09907694621
454	0.09905671536
455	0.09901853028
456	0.09896955318
457	0.09885494954
458	0.09874461648
459	0.09871978557
460	0.09870605267
461	0.09862767323
462	0.09859880897
463	0.09859133021
464	0.09858456481
465	0.09856699064
466	0.09845012523
467	0.09842814152
468	0.09839732403
469	0.09837984652
470	0.09827242439
471	0.0982539002
472	0.0982331005
473	0.09821440063
474	0.0981262602
475	0.09803580724
476	0.09792294295
477	0.09783538121
478	0.09777419367
479	0.09773510368
480	0.09772236112
481	0.09771397176
482	0.09761890832
483	0.09749113222
484	0.09738418128
485	0.09732108039
486	0.09729153627
487	0.09721649223
488	0.09720508342
489	0.09718909866
490	0.09714791972
491	0.09712331488
492	0.09709931417
493	0.09707973999
494	0.09696757862
495	0.09679753605
496	0.09677805338
497	0.09676557498
498	0.09676006331
499	0.09662644759
500	0.09650618947
501	0.09650031238
502	0.09641621274
503	0.09636618076
504	0.09631543811
505	0.09625458338
506	0.09624118745
507	0.09612438614
508	0.09603325321
509	0.09600019973
510	0.09598426884
511	0.09597573834
512	0.09587584126
513	0.09576597273
514	0.09575750425
515	0.09560569036
516	0.09552329768
517	0.09550748576
518	0.09549126218
519	0.09541582337
520	0.09526760475
521	0.09525384941
522	0.09518554912
523	0.09515288584
524	0.09507976157
525	0.09500080048
526	0.09489063807
527	0.09483303597
528	0.09480026056
529	0.09476821288
530	0.09473654022
531	0.09473061428
532	0.09468827169
533	0.0945943507
534	0.09458356375
535	0.09454353152
536	0.09451775139
537	0.09448155444
538	0.09441560871
539	0.09430062156
540	0.0942135169
541	0.09418990639
542	0.09409985211
543	0.09401699729
544	0.09394923211
545	0.09393244112
546	0.09384430466
547	0.09377014163
548	0.09375706514
549	0.09366465698
550	0.09358758168
551	0.09356585625
552	0.09350901188
553	0.09349345528
554	0.09348906814
555	0.09344212887
556	0.09343412975
557	0.09336723592
558	0.09333268241
559	0.09333043832
560	0.09332171759
561	0.09331423684
562	0.09324331762
563	0.09323184048
564	0.09320351985
565	0.09313167059
566	0.09300033926
567	0.09297867386
568	0.0929374581
569	0.09291862879
570	0.09288415719
571	0.09279690326
572	0.09272220887
573	0.09271427649
574	0.0927080537
575	0.09268065076
576	0.09262662939
577	0.09261512939
578	0.09258866608
579	0.09257445773
580	0.09248756872
581	0.09248120459
582	0.09247730441
583	0.09246687334
584	0.09245419445
585	0.09237372324
586	0.09232441459
587	0.09229684661
588	0.09219197426
589	0.09206688349
590	0.09196869644
591	0.09196373959
592	0.09195134653
593	0.09184442784
594	0.09178664587
595	0.09177587281
596	0.0916105169
597	0.0915052686
598	0.09148014832
599	0.09143599855
600	0.09143042536
601	0.09142303793
602	0.09141841975
603	0.09133482927
604	0.09119446466
605	0.09118897588
606	0.09111239613
607	0.09105297531
608	0.09103217605
609	0.09098413754
610	0.090980359
611	0.09090494144
612	0.09083409545
613	0.09082045462
614	0.09081072719
615	0.09074381585
616	0.09066161056
617	0.09063910878
618	0.09063557646
619	0.09062151277
620	0.09061304412
621	0.0906022491
622	0.09054154333
623	0.09048585337
624	0.09047237398
625	0.09045835142
626	0.09043879788
627	0.09033986382
628	0.0903211506
629	0.09026687165
630	0.09025996237
631	0.0901735843
632	0.09013158133
633	0.09011286028
634	0.09005218282
635	0.0900411633
636	0.08999652824
637	0.08998344445
638	0.08990802064
639	0.0898514898
640	0.08980695113
641	0.08974605425
642	0.08972789205
643	0.08970911985
644	0.08965525257
645	0.08964552441
646	0.08964078851
647	0.08958341228
648	0.08957595627
649	0.08956003179
650	0.08955748599
651	0.08953040568
652	0.08945121904
653	0.08944638093
654	0.08939646115
655	0.08931689485
656	0.08930223081
657	0.08929273188
658	0.0892657867
659	0.08924311287
660	0.08924018587
661	0.08917997959
662	0.08911935179
663	0.08903547541
664	0.08902164796
665	0.08896969607
666	0.08895102559
667	0.08889699201
668	0.0887998762
669	0.08879658673
670	0.08874654753
671	0.0886944488
672	0.08863042098
673	0.08862248218
674	0.08861820799
675	0.08853163024
676	0.08846124474
677	0.08844462255
678	0.08843041736
679	0.08841314919
680	0.08837790905
681	0.08837110309
682	0.08833016327
683	0.08824056028
684	0.08823303355
685	0.08815224459
686	0.08813517482
687	0.08802247299
688	0.08800437827
689	0.08799198634
690	0.08798895174
691	0.0879736237
692	0.08792751674
693	0.08784918702
694	0.08780032769
695	0.08774162126
696	0.08773219846
697	0.08765752715
698	0.08756788493
699	0.08749587789
700	0.08748916203
701	0.08744571874
702	0.08744135068
703	0.08743910946
704	0.0874280353
705	0.08734757994
706	0.0873220946
707	0.08727981644
708	0.08727733457
709	0.08723195897
710	0.08722805711
711	0.08720830785
712	0.08719453783
713	0.08714289409
714	0.08712243014
715	0.08705191489
716	0.08704745896
717	0.08702913156
718	0.08702347541
719	0.087008459
720	0.08700432885
721	0.08696864831
722	0.08696408475
723	0.08686012842
724	0.0868540255
725	0.08676678071
726	0.08668074813
727	0.08663651351
728	0.08663455914
729	0.08663242996
730	0.08662310886
731	0.08655480144
732	0.08655165788
733	0.08654655287
734	0.08654259869
735	0.08653915321
736	0.08647338401
737	0.08646586058
738	0.08644953329
739	0.08638973795
740	0.0863792706
741	0.08630946179
742	0.08625455874
743	0.08618830515
744	0.08610799038
745	0.08604394168
746	0.08604203179
747	0.08602743793
748	0.08599952076
749	0.08593395578
750	0.08591901054
751	0.08587554226
752	0.08587197995
753	0.08586410343
754	0.08581644847
755	0.08576741095
756	0.08568786049
757	0.085645738
758	0.08564160389
759	0.08554742141
760	0.08552870652
761	0.08550322899
762	0.08548859086
763	0.08548344232
764	0.08548071152
765	0.08543377684
766	0.08541446322
767	0.08534239007
768	0.08534072462
769	0.08533831376
770	0.08527068215
771	0.08522246603
772	0.08521301968
773	0.08512987858
774	0.08508786704
775	0.08508536243
776	0.08508164178
777	0.08507553198
778	0.08499212257
779	0.08497561968
780	0.08491451587
781	0.08490898591
782	0.08484884342
783	0.08477124667
784	0.0847651352
785	0.0847313764
786	0.08468359083
787	0.08459757804
788	0.08458260178
789	0.08453919073
790	0.08453163154
791	0.08447487094
792	0.0844738667
793	0.08447015987
794	0.08444587069
795	0.08444140739
796	0.08442483688
797	0.0844207862
798	0.08441981799
799	0.08441855112
800	0.08441221159
801	0.084407752
802	0.08435845844
803	0.08432410179
804	0.08432190948
805	0.08432049933
806	0.08431885834
807	0.08427743198
808	0.0842606908
809	0.08423204564
810	0.08422776406
811	0.08422375809
812	0.08418414479
813	0.08417901985
814	0.08413203111
815	0.08412956273
816	0.08412779153
817	0.08404681785
818	0.08402762407
819	0.08396452324
820	0.08396069955
821	0.08395994603
822	0.08393937785
823	0.08393789675
824	0.08393669429
825	0.08393054883
826	0.08392862884
827	0.08392747467
828	0.0839159929
829	0.08384077728
830	0.08383241553
831	0.08376488187
832	0.08376274577
833	0.08374508814
834	0.08370637206
835	0.08363675934
836	0.08363261777
837	0.08353882145
838	0.08353480197
839	0.08352666875
840	0.08346246004
841	0.08338989598
842	0.08330159544
843	0.08325721557
844	0.08325153061
845	0.08323252752
846	0.08315615947
847	0.08308656
848	0.08308593102
849	0.08308485075
850	0.08307677293
851	0.08301718505
852	0.08297275573
853	0.08295529184
854	0.08290249226
855	0.08290116442
856	0.08289963456
857	0.082840504
858	0.082775427
859	0.08273002014
860	0.08265923583
861	0.08257407218
862	0.08254216158
863	0.08250471807
864	0.08249460516
865	0.08248625115
866	0.08247637462
867	0.08239196649
868	0.08239046499
869	0.08238932947
870	0.08238831227
871	0.08237931093
872	0.08237598399
873	0.08237339926
874	0.0823504348
875	0.08232082624
876	0.08230814524
877	0.08229773339
878	0.08227356359
879	0.08223729647
880	0.08223482057
881	0.08221895314
882	0.08221846227
883	0.08221754154
884	0.08221449174
885	0.08218657746
886	0.08218390013
887	0.08206391181
888	0.08202928771
889	0.08200473156
890	0.08199506325
891	0.08196716664
892	0.08196299257
893	0.08189796214
894	0.08189575566
895	0.08186063268
896	0.08180508228
897	0.08177546749
898	0.08177456094
899	0.08176730906
900	0.08168494605
901	0.08168384908
902	0.08166008547
903	0.08159636259
904	0.08155642149
905	0.08155183116
906	0.08147589294
907	0.0814649299
908	0.08144267674
909	0.08143475686
910	0.08143385252
911	0.08142977604
912	0.08141920926
913	0.08139047188
914	0.081322433
915	0.08128130148
916	0.08127587246
917	0.08122553256
918	0.08116825106
919	0.08115478232
920	0.08107234283
921	0.08104791733
922	0.08104752518
923	0.08104671646
924	0.08103541339
925	0.08101223435
926	0.08095936063
927	0.08094367599
928	0.08093754201
929	0.08093665431
930	0.0809274224
931	0.08086830565
932	0.08086708475
933	0.08086603859
934	0.08083353321
935	0.0807926808
936	0.08079077704
937	0.08071311776
938	0.08063936375
939	0.08063054293
940	0.08062228652
941	0.0805716603
942	0.08053200856
943	0.08047640993
944	0.0804100427
945	0.08040881021
946	0.08040791401
947	0.08040485942
948	0.08034568031
949	0.0803400742
950	0.08032811345
951	0.08027254692
952	0.08023060606
953	0.08022977852
954	0.08022648677
955	0.08022033147
956	0.08021961267
957	0.08020540043
958	0.08016686084
959	0.08016594664
960	0.08015377508
961	0.08011082074
962	0.08010248251
963	0.08005096556
964	0.08004861871
965	0.08004774093
966	0.08003720419
967	0.08003206945
968	0.08002929445
969	0.08002015231
970	0.08001947692
971	0.0799951844
972	0.07994627051
973	0.07992824654
974	0.07991971089
975	0.07991858396
976	0.07990416632
977	0.07983255799
978	0.07982982005
979	0.0798268795
980	0.0798133749
981	0.07980152507
982	0.07978336726
983	0.07973153889
984	0.07972688981
985	0.07966485958
986	0.0796053703
987	0.07952633276
988	0.07950455843
989	0.07949830959
990	0.07943867249
991	0.07940906141
992	0.07939558252
993	0.07939025118
994	0.07932030924
995	0.07931922226
996	0.07930826183
997	0.07924804931
998	0.079217956
999	0.07914537285
1000	0.07914416596
1001	0.0791119342
1002	0.07909656172
1003	0.07908723037
1004	0.07908255059
1005	0.0790756904
1006	0.07907408887
1007	0.07907313523
1008	0.07906946472
1009	0.07899830823
1010	0.07898995274
1011	0.0789838516
1012	0.07898305013
1013	0.07897043338
1014	0.07896771641
1015	0.07892655174
1016	0.07889133507
1017	0.07888595738
1018	0.07879083471
1019	0.07870839948
1020	0.07863803471
1021	0.07861593509
1022	0.07858083118
1023	0.07850948161
1024	0.07850353647
1025	0.07849871402
1026	0.07849733579
1027	0.07846473395
1028	0.07842135595
1029	0.0784078732
1030	0.07839272705
1031	0.07837940926
1032	0.07834481944
1033	0.07831408985
1034	0.07827473512
1035	0.07823978619
1036	0.07820059387
1037	0.07819691723
1038	0.07814638366
1039	0.07810746062
1040	0.07810558254
1041	0.0780991815
1042	0.07804427967
1043	0.07800738971
1044	0.0779949266
1045	0.07794198958
1046	0.07793471154
1047	0.07788201838
1048	0.07782265939
1049	0.07780982912
1050	0.07780670414
1051	0.07778945797
1052	0.07776703156
1053	0.07776639795
1054	0.07774407566
1055	0.07773583184
1056	0.07765256258
1057	0.07757963373
1058	0.07753471411
1059	0.07753376924
1060	0.07743882294
1061	0.07739742751
1062	0.07733988249
1063	0.07730499893
1064	0.07730308485
1065	0.07729443582
1066	0.07721914247
1067	0.07720598449
1068	0.07716759536
1069	0.07716253756
1070	0.07709262476
1071	0.0770500066
1072	0.07704076149
1073	0.07702245938
1074	0.07702227702
1075	0.07701723776
1076	0.07700098606
1077	0.07695910183
1078	0.07691511715
1079	0.07690087415
1080	0.07684836507
1081	0.07683861602
1082	0.07683338481
1083	0.07679748901
1084	0.07672453346
1085	0.07671754078
1086	0.07671350327
1087	0.07671072314
1088	0.07670740579
1089	0.07662270649
1090	0.07657885804
1091	0.07653601145
1092	0.07649319761
1093	0.07648385971
1094	0.07647659041
1095	0.07644535505
1096	0.07642492839
1097	0.07640699264
1098	0.07640621127
1099	0.07634842013
1100	0.07632547267
1101	0.07631728957
1102	0.07631669458
1103	0.07630255018
1104	0.07625872996
1105	0.076170836
1106	0.07613916875
1107	0.07611921373
1108	0.07611226362
1109	0.07606962889
1110	0.07604704792
1111	0.07603581573
1112	0.0760259707
1113	0.07602517778
1114	0.07593202917
1115	0.07591252683
1116	0.07586627035
1117	0.07586603256
1118	0.07577922007
1119	0.07574109996
1120	0.07562780592
1121	0.07557800652
1122	0.07556410375
1123	0.07556032573
1124	0.07555502098
1125	0.07548129813
1126	0.07547935185
1127	0.07544178386
1128	0.07538418159
1129	0.07536960796
1130	0.07531068526
1131	0.07529099385
1132	0.07525817606
1133	0.07524405818
1134	0.07524198014
1135	0.07520413903
1136	0.07519266837
1137	0.07513502915
1138	0.07512827552
1139	0.07512134815
1140	0.0750912379
1141	0.07508112467
1142	0.07507454573
1143	0.07504180208
1144	0.07498878732
1145	0.07497318987
1146	0.074967794
1147	0.07495951148
1148	0.07489613131
1149	0.07488150806
1150	0.07487726085
1151	0.07486944827
1152	0.07486098198
1153	0.07483585867
1154	0.07472371322
1155	0.07470351481
1156	0.07466382881
1157	0.07463690078
1158	0.07462804564
1159	0.07462748813
1160	0.07462206355
1161	0.07462124346
1162	0.07460877967
1163	0.07460212771
1164	0.07459897984
1165	0.0745923604
1166	0.07459174957
1167	0.07458006603
1168	0.0745779944
1169	0.07455016121
1170	0.0745351908
1171	0.07452374331
1172	0.07450230237
1173	0.07444540428
1174	0.07440042219
1175	0.07436068411
1176	0.07432516671
1177	0.07428419636
1178	0.07422073803
1179	0.07418842062
1180	0.07418437622
1181	0.0741665257
1182	0.07409632279
1183	0.07408983052
1184	0.07408929082
1185	0.07407436564
1186	0.07407007281
1187	0.07395865192
1188	0.07391098183
1189	0.07384946172
1190	0.07381995988
1191	0.07378088733
1192	0.0737191085
1193	0.0737114727
1194	0.07369909154
1195	0.07368094617
1196	0.07366350835
1197	0.07360953487
1198	0.07360841595
1199	0.07355133756
1200	0.07351173688
1201	0.07350800712
1202	0.07350372411
1203	0.07346737847
1204	0.07343511611
1205	0.07341850889
1206	0.07336440761
1207	0.07335535852
1208	0.07334672943
1209	0.07334368189
1210	0.07328291068
1211	0.0732773031
1212	0.07327436053
1213	0.07327154161
1214	0.07324385077
1215	0.07323676584
1216	0.07323140697
1217	0.07319382234
1218	0.07318736363
1219	0.07317891146
1220	0.0731782116
1221	0.07317398689
1222	0.07317302246
1223	0.07316293835
1224	0.0731576203
1225	0.07315278812
1226	0.07313855145
1227	0.07308919687
1228	0.0730844371
1229	0.07306792367
1230	0.0730652136
1231	0.07301377305
1232	0.07296636994
1233	0.0729636566
1234	0.07287901578
1235	0.07284103538
1236	0.07279832304
1237	0.07273819894
1238	0.07272742455
1239	0.07269982389
1240	0.07269839935
1241	0.07269528581
1242	0.07264823094
1243	0.07264562764
1244	0.07262946098
1245	0.07256049782
1246	0.07255744453
1247	0.07254552831
1248	0.0724488128
1249	0.07244135024
1250	0.07241646793
1251	0.07240677846
1252	0.0723574747
1253	0.072350673
1254	0.07226305062
1255	0.07226054394
1256	0.07224834355
1257	0.07224274472
1258	0.0722323039
1259	0.07218370402
1260	0.07215075358
1261	0.07212830165
1262	0.0720996688
1263	0.07206713677
1264	0.07201453357
1265	0.07200602607
1266	0.0720032464
1267	0.07194761228
1268	0.07193698435
1269	0.0719344165
1270	0.07188191275
1271	0.07187504486
1272	0.07184777776
1273	0.0717997079
1274	0.07178840039
1275	0.07175591602
1276	0.07171242301
1277	0.07170527878
1278	0.07170044065
1279	0.07161913321
1280	0.07161622524
1281	0.07161295613
1282	0.07159638789
1283	0.07155449947
1284	0.07145195853
1285	0.07144256768
1286	0.07142025241
1287	0.07140350909
1288	0.0713719458
1289	0.0713590936
1290	0.07135694362
1291	0.07135682137
1292	0.07135424718
1293	0.07129953288
1294	0.07122632112
1295	0.07122263947
1296	0.07119364227
1297	0.07119089435
1298	0.07116582121
1299	0.07115707406
1300	0.0711493958
1301	0.07109800909
1302	0.0710951623
1303	0.07102942882
1304	0.07099058881
1305	0.07098461854
1306	0.07098222894
1307	0.07097855137
1308	0.07093867811
1309	0.07093863191
1310	0.07093533122
1311	0.07093058423
1312	0.07089739621
1313	0.07089386147
1314	0.07082051704
1315	0.07080498628
1316	0.07079053748
1317	0.07076776993
1318	0.07076390494
1319	0.07073207814
1320	0.07069508904
1321	0.07068234222
1322	0.07066441433
1323	0.07062866042
1324	0.07060844466
1325	0.07059840925
1326	0.07054806911
1327	0.07054708828
1328	0.07050806396
1329	0.07048995668
1330	0.07048779839
1331	0.07048581681
1332	0.07044616368
1333	0.07041364484
1334	0.07036925665
1335	0.07031337703
1336	0.070301225
1337	0.07029361333
1338	0.07028940067
1339	0.07027682262
1340	0.07024556798
1341	0.0702186158
1342	0.07020910943
1343	0.07016960455
1344	0.07011933593
1345	0.070108512
1346	0.07009121781
1347	0.07004726195
1348	0.07000716304
1349	0.0699878665
1350	0.06994929971
1351	0.06987657447
1352	0.06987389436
1353	0.06987018388
1354	0.06985499221
1355	0.06985040461
1356	0.06984885694
1357	0.06983983379
1358	0.06983753386
1359	0.0698174525
1360	0.06981522759
1361	0.06979158852
1362	0.06978795587
1363	0.06976617533
1364	0.06976038916
1365	0.06971529439
1366	0.06966937929
1367	0.06962951762
1368	0.06961986984
1369	0.06957155526
1370	0.06951573707
1371	0.06951320109
1372	0.06950153699
1373	0.06948969642
1374	0.06943893306
1375	0.06941043355
1376	0.06937463977
1377	0.06934500525
1378	0.06926996971
1379	0.06925197738
1380	0.06921217814
1381	0.06919347234
1382	0.06918502602
1383	0.06918284265
1384	0.06912536299
1385	0.06911908632
1386	0.06911499346
1387	0.0690920924
1388	0.06907422728
1389	0.06907253588
1390	0.06904279744
1391	0.06898197457
1392	0.06897129493
1393	0.06889878347
1394	0.06889034126
1395	0.06886879252
1396	0.06885246447
1397	0.06884659841
1398	0.06881354135
1399	0.06875970504
1400	0.06874979271
1401	0.06873488288
1402	0.0687072171
1403	0.06868269388
1404	0.06867394961
1405	0.06866981272
1406	0.06864659293
1407	0.06856425003
1408	0.06854073442
1409	0.06852886853
1410	0.06852677455
1411	0.06852564363
1412	0.06848903289
1413	0.06848531885
1414	0.06846340283
1415	0.06846130276
1416	0.06845347685
1417	0.06843195665
1418	0.0684199379
1419	0.0684113939
1420	0.06838395963
1421	0.06836890966
1422	0.06833224769
1423	0.0683320922
1424	0.06828958578
1425	0.06826529014
1426	0.06825813216
1427	0.06825406002
1428	0.06824734314
1429	0.06824150037
1430	0.06821032712
1431	0.06820608985
1432	0.06820215217
1433	0.06809668773
1434	0.06804865024
1435	0.06804664283
1436	0.06799637893
1437	0.06799199985
1438	0.06798931623
1439	0.06798646816
1440	0.06797783871
1441	0.06793005133
1442	0.06792806011
1443	0.0679196714
1444	0.06791440877
1445	0.0678834548
1446	0.06785768413
1447	0.06785187527
1448	0.06781903748
1449	0.06780519986
1450	0.06775256358
1451	0.06771298388
1452	0.06770920637
1453	0.06769659454
1454	0.06769500262
1455	0.06768206817
1456	0.06767807383
1457	0.0676732504
1458	0.06766495939
1459	0.06766031209
1460	0.06763354652
1461	0.067585702
1462	0.06758143088
1463	0.06757320168
1464	0.06755261772
1465	0.06755163795
1466	0.06753749513
1467	0.06751047449
1468	0.06749854128
1469	0.06748064956
1470	0.06745864185
1471	0.06739742068
1472	0.067383568
1473	0.06735857462
1474	0.06733846787
1475	0.06731620124
1476	0.06731120922
1477	0.06728975722
1478	0.06727187841
1479	0.0672501993
1480	0.06718463677
1481	0.06716677204
1482	0.06715446693
1483	0.06711824889
1484	0.06705586898
1485	0.06702164656
1486	0.06699352256
1487	0.06696993163
1488	0.06695328608
1489	0.0669376111
1490	0.06690841611
1491	0.06689048152
1492	0.06687171223
1493	0.06679271228
1494	0.06678212192
1495	0.06677292295
1496	0.06676911111
1497	0.06673010154
1498	0.06670260842
1499	0.06669973765
